Pembicara,Tema,Menit,Teks
Prabowo,Kesejahteraan Sosial dan Inklusi,1.43.37,pemerintah harus lebih proaktif investasi di sekolah-sekolah khusus
Prabowo,Kesejahteraan Sosial dan Inklusi,1.43.43,untuk mereka dan eh mencoba teknologi-teknologi khusus sekarang
Prabowo,Kesejahteraan Sosial dan Inklusi,1.43.48,sudah banyak terobosan dalam bidang teknologi untuk membantu kaum disabilitas mereka yang penglihatan
Prabowo,Kesejahteraan Sosial dan Inklusi,1.43.55,kurang mereka yang pendengaran kurang dan sebagainya mereka yang ee apa yang
Prabowo,Kesejahteraan Sosial dan Inklusi,1.44.00,tangannya sekarang sudah ada apa protesa-protesa yang ee tangan-tangan
Prabowo,Kesejahteraan Sosial dan Inklusi,1.44.06,ee buatan dengan artificial intelligence dan eh teknologi miniatur jadi eh
Prabowo,Kesejahteraan Sosial dan Inklusi,1.44.13,pemerintah harus lebih banyak Eh pengeluaran di bidang membantu kaum
Prabowo,Kesejahteraan Sosial dan Inklusi,1.44.18,disabilitas terima kasih
Moderator,Ketenagakerjaan,1.44.24,cukup ya waktunya Oke untuk Sesi selanjutnya pertanyaan akan diberikan kepada capres nomor 3 Pak Ganjar pranowo
Moderator,Ketenagakerjaan,1.44.30,Sebelumnya saya akan mengundang salah satu panelis Bapak tukiman Taruna sayoga PHD untuk
Moderator,Ketenagakerjaan,1.44.38,mengambil subtema Dan tolong diperlihatkan kepada
Moderator,Ketenagakerjaan,1.44.44,para capres serta
Moderator,Ketenagakerjaan,1.44.49,ke moderator
Moderator,Ketenagakerjaan,1.44.54,ya subtemanya Ketenagakerjaan Ketenagakerjaan dan selanjutnya saya mengundang Prof Vina Andriani PHD
Moderator,Ketenagakerjaan,1.45.01,untuk mengambil undian daftar pertanyaan dari
Moderator,Ketenagakerjaan,1.45.08,fisbol silakan ditunjukkan huruf b
Moderator,Ketenagakerjaan,1.45.14,berikut ini dengan subtema ketenagakerjaan posisi amplop masih
Moderator,Ketenagakerjaan,1.45.22,tersegel sekali kami Ingatkan bahwa kami hanya akan membacakan pertanyaan selama
Moderator,Ketenagakerjaan,1.45.27,satu kali mohon para calon presiden untuk menyimak dengan seksama pertanyaan
Moderator,Ketenagakerjaan,1.45.33,ini ditujukan untuk calon Presiden nomor urut 3 Bapak Ganjar pranowo dengan subtema Ketenagakerjaan
Moderator,Ketenagakerjaan,1.45.39,pekerja migran Indonesia tersebar di banyak negara di sana Mereka
Moderator,Ketenagakerjaan,1.45.45,banyak mengalami masalah mulai dari masalah hukum pelecehan
Moderator,Ketenagakerjaan,1.45.51,hingga kesehatan mental pertanyaannya Bagaimana strategi paslon menjamin
Moderator,Ketenagakerjaan,1.45.58,keselamatan dan kesejahteraan pekerja migran Indonesia waktu Bapak 2 menit untuk menjawab dimulai saat Bapak berbicara silakan
Ganjar,Ketenagakerjaan,1.46.03,terima kasih kembali negara hadir dengan segala perangkatnya
Ganjar,Ketenagakerjaan,1.46.11,ada duta besar di sana bp2mi ada juga Kementerian tenaga
Ganjar,Ketenagakerjaan,1.46.17,kerja ada pemerintah daerah ada Kami mau bercerita pengalaman karena kemarin kami
Ganjar,Ketenagakerjaan,1.46.24,komunikasi dengan pekerja migran kita di Hongkong kita live bersama dan mereka
Ganjar,Ketenagakerjaan,1.46.30,menuntut apa yang menjadi pertanyaan ini Pak Ganjar apa perlindungan yang
Ganjar,Ketenagakerjaan,1.46.35,diberikan kepada kami inilah panik button inilah nomor telepon dan kalian
Ganjar,Ketenagakerjaan,1.46.42,kalau ada masalah telepon ke situ kalau tidak maka ini akan kita tarik di
Ganjar,Ketenagakerjaan,1.46.47,pemerintah tertinggi agar kita bisa meng intervensi Kenapa ini menjadi penting
Ganjar,Ketenagakerjaan,1.46.53,masalah-masalah yang mereka hadapi satu mulai mereka berangkat legalitasnya
Ganjar,Ketenagakerjaan,1.46.59,mesti beres mulai mereka Berangkat kita sudah harus tahu skillnya apa mulai
Ganjar,Ketenagakerjaan,1.47.05,mereka berangkat apa yang ada dalam kontrak kerja kita Pastikan semuanya
Ganjar,Ketenagakerjaan,1.47.11,dari Kementerian yang ada lembaga yang ada itulah kontrol dilakukan kenapa saya bicara sampai mesti ada tempat melapor
Ganjar,Ketenagakerjaan,1.47.20,duta besar yang aktif agar kita bisa melindungi segenap bangsa Indonesia dan seluruh tumpah darah warganya di manapun
Ganjar,Ketenagakerjaan,1.47.27,mesti dilindungi dan dari sinilah pengalaman kami kami pernah membebaskan
Ganjar,Ketenagakerjaan,1.47.33,beberapa pekerja yang bermasalah baik di Arab Saudi di Sudan terus kemudian di
Ganjar,Ketenagakerjaan,1.47.38,Kamboja yang mereka terindikasi tppo Maka ketika kemudian melihat seperti ini
Ganjar,Ketenagakerjaan,1.47.45,tindakan tegas adalah dari Pemimpin tertinggi pengalaman saya jadi gubernur maka yang saya telepon adalah Menlu yang
Ganjar,Ketenagakerjaan,1.47.52,saya telepon adalah e duta besar dan bagaimana kita beraksi agar kita bisa
Ganjar,Ketenagakerjaan,1.47.58,menyelesaikan persoalan itu komitmen ini tidak terlalu sulit ketika data benar
Ganjar,Ketenagakerjaan,1.48.03,instrumen benar melakukan dengan cara yang benar maka seluruh persoalan akan cepat diselesaikan
Moderator,Ketenagakerjaan,1.48.10,waktunya habis Bapak sekarang kami berikan kesempatan kepada calon Presiden nomor urut 1 Bapak Anis rasyid baswedan untuk langsung menanggapi dengan waktu 1 menit
Anis,Ketenagakerjaan,1.48.16,meneruskan apa yang tadi disampaikan saya berjumpa dengan para pekerja migran di Malaysia ngobrol
Anis,Ketenagakerjaan,1.48.22,dengan mereka permasalahannya datang ke desa pengerja migran di Wonosobo pasti pak Ganjar juga tahu nah apa yang saya
Anis,Ketenagakerjaan,1.48.29,temukan memiliki kewenangan di pemerintahan tidak berarti memiliki pengetahuan tentang permasalahan yang
Anis,Ketenagakerjaan,1.48.36,dimiliki kewenangan pengetahuan Siapa yang tahu justru aktivis-aktivis pekerja migran Jadi kami melihat harus
Anis,Ketenagakerjaan,1.48.43,dilibatkan para aktivis pengerja migran mereka yang tahu lubang-lubang masalah
Anis,Ketenagakerjaan,1.48.48,di dalam melindungi pekerja migran kita memang betul kita ingin melindungi sejak pra keberangkatan sampai mereka berada
Anis,Ketenagakerjaan,1.48.56,di sana tapi di tengah itu banyak sekali lika-liku yang ketika kita berada di
Anis,Ketenagakerjaan,1.49.01,birokrasi banyak yang tidak diketahui karena itu kami melihat libatkan mereka
Anis,Ketenagakerjaan,1.49.06,lalu negara kolaborasi kewenangan dimiliki negara pengetahuan dimiliki oleh para aktivis itu kita eksekusi
Anis,Ketenagakerjaan,1.49.14,melindungi dan memastikan mereka bisa hidup bekerja dengan tenang di sana
Moderator,Ketenagakerjaan,1.49.21,waktunya habis Selanjutnya kami berikan kesempatan kepada bapak prabowo subianto calon Presiden Nomor urut 2
Moderator,Ketenagakerjaan,1.49.28,untuk menanggapi atas jawaban yang disampaikan oleh Bapak Ganjar pranowo waktu Bapak 1 menit dimulai saat Bapak berbicara
Prabowo,Ketenagakerjaan,1.49.37,saya kok ya harus mengakui juga bahwa saya banyak sependapat dengan dua capres berarti apa ya kelebihan kita kepada kaum pekerja di
Prabowo,Ketenagakerjaan,1.49.42,luar negeri itu sebenarnya sama semua benar tetapi menurut saya ada berapa ee
Prabowo,Ketenagakerjaan,1.49.50,kedutaan kita di beberapa negara kewalahan masalahnya terlalu banyak jadi benar yang disampaikan Pak Anis
Prabowo,Ketenagakerjaan,1.49.56,aktivis-aktivis ini sangat membantu sangat membantu untuk untuk mengikuti
Prabowo,Ketenagakerjaan,1.50.01,dan membantu migran pekerja migran kita di mana-mana Saya pernah pengalaman saya
Prabowo,Ketenagakerjaan,1.50.07,pernah diberitahu oleh seorang aktivis seorang perempuan tentang seorang
Prabowo,Ketenagakerjaan,1.50.13,pekerja perempuan di Malaysia yang 2 minggu lagi mau digantung Kalau tidak
Prabowo,Ketenagakerjaan,1.50.18,ada berita dari aktivis perempuan ini kita tidak bisa bantu dan intervensi Jadi benar peran aktivis-aktivis sangat penting
Prabowo,Ketenagakerjaan,1.50.26,di bidang pembelaan hak-hak pekerja kita di luar negeri mereka adalah pahlawan-pahlawan terima kasih
Moderator,Ketenagakerjaan,1.50.35,kami persilakan kepada calon presiden nomor urut 3 bapak ganjar pranowo
Moderator,Ketenagakerjaan,1.50.41,untuk merespon tanggapan dari capres no urut 1 dan 2
Ganjar,Ketenagakerjaan,1.50.49,terima kasih atas masukannya karena sudah banyak setuju ya baik-baik saja tapi kita mesti memberangkatkan mereka dalam
Ganjar,Ketenagakerjaan,1.50.55,kapasitas secara legalitas dan keterampilan yang baik yang berikutnya lagi tentu saja kalau sudah kasus
Ganjar,Ketenagakerjaan,1.51.01,namanya kasus semua bisa terlibat gunakan teknologi informasi gunakan medsos maka Kenapa kemudian dalam
Ganjar,Ketenagakerjaan,1.51.08,pengalaman kami eh seluruh Kepala Dinas Anda harus punya medsos di situlah orang
Ganjar,Ketenagakerjaan,1.51.13,sebenarnya bisa menyampaikan secara cepat maka ketika itu masuk dalam dashboard kami dalam lapor Umpama pada
Ganjar,Ketenagakerjaan,1.51.20,saat itu kita merespon dengan sangat cepat karena kita tahu persoalan yang mereka hadapi menggunakan banyak
Ganjar,Ketenagakerjaan,1.51.26,pintu-pintu untuk melaporkan ini adalah bagian cara menangani kasus yang paling tepat tapi mencegah itu jauh lebih baik
Ganjar,Ketenagakerjaan,1.51.34,dengan sekali lagi legalitas keterampilan kontrak dan memberdayakan seluruh aparatur termasuk pemanggu
Ganjar,Ketenagakerjaan,1.51.41,kepentingan dan aktivis kalau mas anis tadi sampaikan Saya kira itu cara yang cukup komprehensif untuk merespon persoalan PNI
Moderator,Ketenagakerjaan,1.51.47,waktunya habis bapak oke sekarang boleh saya kasih waktu
Moderator,Ketenagakerjaan,1.51.53,untuk Berikan tepuk tangan bagi ketiga calon presiden silakan
Moderator,Ketenagakerjaan,1.52.00,Ya baik dan juga kami mempersilakan capres untuk kembali duduk ke tempat
Moderator,Ketenagakerjaan,1.52.09,masing-masing hadirin dan juga pemirsa di segmen Berikutnya ini yang paling
Moderator,Ketenagakerjaan,1.52.14,ditunggu-tunggu yaitu sesi saling tanya memberikan tanggapan dan interkasi
Moderator,Ketenagakerjaan,1.52.20,antar kandidat Angi Ya ini yang paling seru pastinya benar sekali dan kami akan lanjutkan usai jeda di debat kelima calon
Moderator,Ketenagakerjaan,1.52.27,presiden Pemilu tahun 2024 Tetaplah bersama kami
Moderator,Tanya Jawab,1.59.34,ya saya Dwi Anggia dan Andro meda merkuri masih memandu debat kelima calon
Moderator,Tanya Jawab,1.59.40,presiden Pemilu tahun 2024 Andro ini sesi adalah yang paling ditunggu-tunggu ndro
Moderator,Tanya Jawab,1.59.45,karena ini adalah sesi tanya jawab antar capres dan saling menanggapi serta
Moderator,Tanya Jawab,1.59.51,saling berinteraksi ini yang paling seru kami juga terima kasih kepada
Moderator,Tanya Jawab,1.59.56,para pendukung yang sudah memberikan apresiasi yang mau bekerja sama menaati tata tertib yang sudah kita sepakati
Moderator,Tanya Jawab,2.00.02,bersama betul kita langsung saja undang kembali calon presiden untuk naik ke atas podium ke atas panggung menuju ke
Moderator,Tanya Jawab,2.00.08,podium masing-masing
Moderator,Tanya Jawab,2.00.15,ya kami ingatkan untuk calon presiden sesuai dengan tema pendidikan
Moderator,Tanya Jawab,2.00.21,kesehatan Ketenagakerjaan kebudayaan teknologi informasi Kesejahteraan Sosial
Moderator,Tanya Jawab,2.00.27,dan inklusi dan kami mohon jika ada singkatan atau terminologi asing harus
Moderator,Tanya Jawab,2.00.33,dijelaskan terlebih dahulu baik langsung saja kesempatan pertama untuk segmen ini
Moderator,Tanya Jawab,2.00.40,akan kita berikan langsung capres nomor urut 2 Bapak prabowo Subianto untuk
Moderator,Tanya Jawab,2.00.46,bertanya ke capres nomor urut 3 Bapak Ganjar pranowo Bapak waktunya 1 menit
Moderator,Tanya Jawab,2.00.52,dimulai dari Anda berbicara silakan 
Prabowo,Tanya Jawab,2.00.59,Pak Ganjar kita mengetahui masalah yang sangat penting dihadapi bangsa kita adalah bahwa banyak sekali anak-anak kita yang kurang gizi stunting eh Saya
Prabowo,Tanya Jawab,2.01.06,ingin bertanya apakah Bapak setuju dengan eh gagasan saya untuk memberi makan
Prabowo,Tanya Jawab,2.01.13,bergizi untuk seluruh anak-anak Indonesia untuk mengatasi masalah stunting
Prabowo,Tanya Jawab,2.01.19,dan menghilangkan ee kemiskinan ekstrem dan juga mengurangi ee angka kematian ibu-ibu pada saat melahirkan Terima kasih 
Moderator,Tanya Jawab,2.01.28,masih ada waktunya cukup cukup baik silakan
Moderator,Tanya Jawab,2.01.33,Pak Ganjar untuk menanggapi pertanyaan dari Pak Prabowo waktunya 2 menit dimulai dari bapak berbicara 
Ganjar,Tanya Jawab,2.01.40,kalau ngasih makannya kepada anak-anak untuk mencegah stunting saya sama sekali tidak
Ganjar,Tanya Jawab,2.01.45,setuju Bapak karena Bapak terlambat pak stunting itu ditangani sejak bayi dalam
Ganjar,Tanya Jawab,2.01.52,kandungan Pak ibunya yang dikasih gizi kalau kemudian gizinya baik mereka
Ganjar,Tanya Jawab,2.01.59,lakukan cek rutin ya maka akan ketahuan bahwa dia ibunya sehat anaknya
Ganjar,Tanya Jawab,2.02.06,pertumbuhannya dilihat kalau bapak ngasih gizi kepada ibu hamil Ah itu baru Setuju pak saya pak ah nanti setelah
Ganjar,Tanya Jawab,2.02.13,itu dia akan lahir ibunya selamat karena diperiksa tadi Bapak sampaikan sudah bagus Pak tadi pertama Pak AKI AKB akan
Ganjar,Tanya Jawab,2.02.20,turun kemudian indeks kita akan bagus anaknya akan tumbuh Kalau sudah lahir dan tumbuh mungkin bukan stunting Pak
Ganjar,Tanya Jawab,2.02.27,itu itu gizi buruk kalau gizi buruk Bapak Mau memperbaiki boleh jadi jangan sampai confuse antara stunting dan
Ganjar,Tanya Jawab,2.02.34,pemberian makan Pak jadi makannya jangan banyak-banyak nanti kekenyangan jangan sampai nanti terjadi obesitas ini lebih
Ganjar,Tanya Jawab,2.02.41,bahaya lagi nanti itu kira-kira yang apa namanya bisa dilakukan jadi mengatasi
Ganjar,Tanya Jawab,2.02.47,stunting sejak ibu hamil bahkan bisa dicegah pada saat anak-anak mau
Ganjar,Tanya Jawab,2.02.54,anak-anak kita mau menikah Pak periksa apa kesehatan si calon pengantin
Ganjar,Tanya Jawab,2.02.59,perempuan laki-lakinya juga maka dia siap menikah ya Maka jangan menikah Dini
Ganjar,Tanya Jawab,2.03.05,baru hamil periksa rutin kasih gizi Insyaallah Pak itu akan melahirkan
Ganjar,Tanya Jawab,2.03.11,bayi-bayi yang sehat yang kuat dan kemudian kalau itu kurang gizi Ah baru
Ganjar,Tanya Jawab,2.03.17,bapak benar tadi Pak kasih gizi yang baik agar anak-anak tidak kurang gizi dan dia e tumbuh cerdas
Ganjar,Tanya Jawab,2.03.24,mudah-mudahan menjawab ini Pak Makasih Pak 
Moderator,Tanya Jawab,2.03.33,baik silakan Pak Prabowo untuk menanggapi jawaban dari Pak Ganjar waktunya 1 menit dimulai dari bapak berbicara
Prabowo,Tanya Jawab,2.03.39,sebetulnya yang saya sampaikan ya persis itu jadi kita
Prabowo,Tanya Jawab,2.03.46,belum belum belum kita beri program saya kita beri makan ibu yang sedang
Prabowo,Tanya Jawab,2.03.51,hamil kita beri bantuan gizi ibu yang sedang hamil karena dia mengandung 9
Prabowo,Tanya Jawab,2.03.58,bulan tapi memang stunting itu karena kurang gizi Pak Ganjar
Prabowo,Tanya Jawab,2.04.04,itu karena Ibu dan karena dianya juga kurang gizi dia stunting dan itu eh
Prabowo,Tanya Jawab,2.04.11,terjadi di seluruh bagian dari Indonesia yang saya ketemukan anak-anak umur 10
Prabowo,Tanya Jawab,2.04.17,tahun badan nya seperti anak umur 4 tahun jadi Ee Kita harus intervensi kita
Prabowo,Tanya Jawab,2.04.23,harus kasih bantuan makan dan juga ini mengurangi kemiskinan karena ee banyak
Prabowo,Tanya Jawab,2.04.29,sekali rakyat kita yang penghasilannya hanya 1 juta sebulan Jadi kalau tidak
Prabowo,Tanya Jawab,2.04.34,dibantu Makan anak-anaknya sangat berat hidupnya Terima kasih 
Moderator,Tanya Jawab,2.04.42,ya cukup waktunya Ya baik selanjutnya kami persilakan pak Ganjar untuk menanggapi jawaban dari paslon nomor urut 2 waktu punya 1 menit silakan dari sekarang
Ganjar,Tanya Jawab,2.04.48,jadi Maksudnya bapak mengkoreksi pertanyaan bapak ke saya ya tadi ya
Prabowo,Tanya Jawab,2.04.53,tidak pak 
Ganjar,Tanya Jawab,2.04.54,Oh tidak
Prabowo,Tanya Jawab,2.04.54,Bapak setuju atau tidak dengan makan siang gitu loh
Ganjar,Tanya Jawab,2.04.59,saya izinkan kok bak biar kita berdebat karena beliau tidak mengoreksi
Ganjar,Tanya Jawab,2.05.05,saya ingatkan aja pertanyaannya Bapak mau kasih makan untuk mencegah stunting buat anak-anak terlambat pak itu maka
Ganjar,Tanya Jawab,2.05.11,saya sampaikan pak kalau bapak mau mencegah stunting Pak Sekali lagi pak perhatikan proses menikah Pak mulai dari
Ganjar,Tanya Jawab,2.05.19,mereka ee remaja ya dan kemudian Bapak mesti lihat Pak perempuan Indonesia
Ganjar,Tanya Jawab,2.05.25,remaja Indonesia itu sebagian besar anemia Pak perhatikan itu dulu kalau itu
Ganjar,Tanya Jawab,2.05.31,sudah maka dia menikah perhatikan usianya 19 tahun usia hari ini adalah
Ganjar,Tanya Jawab,2.05.38,menjadi ukuran Di mana mereka akan sehat secara mental dan secara fisik kalau itu
Ganjar,Tanya Jawab,2.05.43,sudah Pak diperiksakan semua ke dokter ke rumah sakit dan rutin itu akan terjega dengan gizi yang baik yang
Ganjar,Tanya Jawab,2.05.50,ada di sana itu pendapat saya 
Moderator,Tanya Jawab,2.05.55,waktunya habis Bapak Terima kasih Pak Ganjar mohon tenang hadirin sekalian Sekarang kita ke calon Presiden nomor urut 1 maksud kami nomor urut 3 Bapak Ganjar
Moderator,Tanya Jawab,2.06.00,panowo bertanya ke calon Presiden nomor urut 1 Bapak Anis baswedan waktu Pak Ganjar 1 menit dimulai saat Bapak berbicara 
Ganjar,Tanya Jawab,2.06.07,Pak anis lagi ramai kita mau tanya soal Bansos karena menurut saya Bansos ini
Ganjar,Tanya Jawab,2.06.15,adalah kewajiban negara dan rakyat berhak dapatkannya tapi kita punya problem
Ganjar,Tanya Jawab,2.06.21,karena banyak klaim yang diberikan seolah-olah ini bantuan orang perorangan atau kelompok Padahal kita masih punya
Ganjar,Tanya Jawab,2.06.27,ada data yang tidak valid ada cara penyampaian tidak benar ada protes yang
Ganjar,Tanya Jawab,2.06.32,kemudian tidak terverifikasi atau terespon dengan baik ini yang menjadi
Ganjar,Tanya Jawab,2.06.37,pertanyaan saya kepada Pak Anis adalah eh menurut Pak Anis kira-kira Bagaimana
Ganjar,Tanya Jawab,2.06.43,tata kelola Bansos agar satu tidak saling klaim dua bisa tepat sasaran tiga
Ganjar,Tanya Jawab,2.06.51,tidak menimbulkan kecemburuan-kecemburuan sehingga Inilah
Ganjar,Tanya Jawab,2.06.56,satu harapan yang betul-betul bisa diterima oleh Rakyat silakan 
Moderator,Tanya Jawab,2.07.03,masih ada waktu bapak cukup kami persilakan calon Presiden
Moderator,Tanya Jawab,2.07.10,nomor urut 1 Bapak anis baswedan menjawab pertanyaan yang disampaikan Oleh calon Presiden nomor 3 bapak ganjar pranowo waktu bapak 1 menit dimulai saat bapak bicara 
Anis,Tanya Jawab,2.07.18,ya terima kasih Pak Ganjar pertama kita harus menyadari bahwa yang
Anis,Tanya Jawab,2.07.25,disebut sebagai Bansos adalah bantuan untuk si penerima bukan bantuan untuk si
Anis,Tanya Jawab,2.07.31,pemberi karenanya dia diberikan sesuai dengan kebutuhan si penerima kalau
Anis,Tanya Jawab,2.07.39,penerimanya membutuhkan bulan ini ya diberi bulan ini kalau dibutuhkannya 3 bulan lagi ya 3 bulan lagi tidak usah
Anis,Tanya Jawab,2.07.45,dirapel semuanya ya oke dijadikan sebagai sesuai kebutuhan nomor satu yang
Anis,Tanya Jawab,2.07.50,itulah yang disebut sebagai Bansos tanpa pamrih Kemudian yang kedua pemberian
Anis,Tanya Jawab,2.07.57,Bansos ini harus tepat sasaran artinya diberikan melalui
Anis,Tanya Jawab,2.08.03,pendataan yang baik informasi data itu harus akurat dan mekanisme pemberiannya
Anis,Tanya Jawab,2.08.10,melalui jalur birokrasi bukan dibagikan di pinggir jalan tapi dibagikan langsung
Anis,Tanya Jawab,2.08.17,di lokasi menggunakan siapa jalur birokrasi kemudian ketiga yang tidak kalah penting
Anis,Tanya Jawab,2.08.23,ketika kita berbicara tentang Bansos ini harus Bansos itu bisa dipastikan mereka
Anis,Tanya Jawab,2.08.31,yang miskin prasejahtera itu termasuk di dalamnya jangan sampai mereka
Anis,Tanya Jawab,2.08.37,Terlewatkan karena itu kami menyusun ini sebagai bagian dari perubahan adalah
Anis,Tanya Jawab,2.08.43,Bansos plus angkanya ditingkatkan yang belum masuk Masih miskin dimasukkan dan
Anis,Tanya Jawab,2.08.50,diberikan bekal pelatihan pendampingan supaya mereka pelan-pelan bisa mandiri dan
Anis,Tanya Jawab,2.08.57,hidup lebih sejahtera Jadi kami melihat ketika sampai kepada Bansos Bansos ini
Anis,Tanya Jawab,2.09.03,adalah atas nama negara Ketika saya bertugas di Jakarta semua paket Bansos
Anis,Tanya Jawab,2.09.10,di kerdusnya diberikan label dibiayai APBD DKI Jakarta bukan dari
Anis,Tanya Jawab,2.09.16,Gubernur dari uang rakyat lewat APBD DKI Jakarta jelas posisinya 
Moderator,Tanya Jawab,2.09.22,Selanjutnya kami mohon kepada calon presiden Nomor 3 Bapak Ganjar pranowo menanggapi jawaban calon presiden nomor 1 Bapak Anis Baswedan
Moderator,Tanya Jawab,2.09.27,waktu Bapak 1 menit dimulai saat Bapak berbicara 
Ganjar,Tanya Jawab,2.09.33,Terima kasih ya kali ini pasti setuju dong karena proses logic logic thinking-nya adalah datanya diperbaiki
Ganjar,Tanya Jawab,2.09.39,ini yang pernah kita lakukan dan ketika kawan kawan Kades sudah bersusah payah diberikan ke atas balik lagi pada data
Ganjar,Tanya Jawab,2.09.46,yang sama Seolah olah kita Abai pada soal data ini sehingga betul-betul Bansos
Ganjar,Tanya Jawab,2.09.52,yang diberikan yang Rencananya tadi menurunkan kemiskinan mengurangi gap menurun kemiskinan Oke ternyata tapi gap
Ganjar,Tanya Jawab,2.10.00,tidak berapapun besarnya gap-nya tetap tinggi ini menarik dan kami apa punya
Ganjar,Tanya Jawab,2.10.06,data yang kita bisa baca dan tentu saja ini penting memang paradigma Bansos
Ganjar,Tanya Jawab,2.10.11,sekali lagi ini betul-betul hak rakyat tugas negara dan pemerintah adalah
Ganjar,Tanya Jawab,2.10.17,memastikan itu Bahwa ini adalah tepat sasaran dan tepat waktu tadi yang disampaikan betul dan kami berusul
Ganjar,Tanya Jawab,2.10.25,bantuannya ganti aja deh bantuan kesejahteraan karena tugas negara itu menciptakan keadilan sosial bukan menciptakan bantuan sosial
Moderator,Tanya Jawab,2.10.31,waktunya habis Bapak sekarang bapak anis baswedan untuk langsung menanggapi
Moderator,Tanya Jawab,2.10.37,jawaban dari bapak Ganjar pranowo waktu Bapak 1 menit dimulai saat Bapak berbicara mohon tenang hadirin sekalian
Anis,Tanya Jawab,2.10.44,ya terima kasih Pak Ganjar dan yang dibutuhkan juga pak ganjar kita harus mulai memikirkan opsi bahwa bantuan itu
Anis,Tanya Jawab,2.10.52,bisa berbentuk cash transfer mengurangi potensi korupsi dalam pengadaan barang
Anis,Tanya Jawab,2.10.57,karena kita tahu pengadaan bantuan sosial itu pada satu sisi memang membantu sisi lain ini memberikan usaha
Anis,Tanya Jawab,2.11.04,pada justru usaha-usaha raksaksa karena yang diisikan di situ adalah produk-produk dari perusahaan-perusahaan
Anis,Tanya Jawab,2.11.11,raksaksa dan ini yang harus di menurut saya harus koreksi bila bantuan itu diberikan langsung dalam bentuk cash ini
Anis,Tanya Jawab,2.11.16,salah satu yang perlu kita pertimbangkan mereka langsung gunakan sesuai dengan kebutuhannya lalu yang soal data data
Anis,Tanya Jawab,2.11.22,ini sesungguhnya bisa dikerjakan bersama-sama kami pernah lakukan di situ pasti sama nih pak ganjar diberikan kepada RT
Anis,Tanya Jawab,2.11.28,RW mereka musyawarah mencocokkan siapa dalam daftar itu yang benar siapa dalam
Anis,Tanya Jawab,2.11.35,Berarti yang keliru PKK lmk kemudian karang taruna RT RW mereka bisa membantu
Anis,Tanya Jawab,2.11.41,datanya akurat dananya dipakai sesuai kebutuhan Makasih 
Moderator,Tanya Jawab,2.11.47,waktunya habis bapak ya untuk Sesi selanjutnya kita berikan kesempatan capres nomor urut 1 untuk
Moderator,Tanya Jawab,2.11.52,bertanya ke capres nomor urut 2 kami persilakan Pak Anis untuk bertanya kepada Pak Prabowo waktunya 1 menit
Moderator,Tanya Jawab,2.12.00,dimulai dari Anda berbicara silakan Pak anis
Anis,Tanya Jawab,2.12.07,Baik Pak prabowo Yang saya hormati gagasan yang Bapak bawa dan Bapak
Anis,Tanya Jawab,2.12.13,gaungkan adalah keberlanjutan pertanyaanya kemudian apakah
Anis,Tanya Jawab,2.12.19,yang sekarang kurang dari pemerintah entah hari ini akan dilanjutkan asumsi Saya
Anis,Tanya Jawab,2.12.24,tidak yang kurang tentu tidak dilanjutkan karena itu pertanyaan yang perlu dijawab adalah terkait dengan
Anis,Tanya Jawab,2.12.31,persoalan perempuan bagi kami persoalan perempuan ini sangat penting dan karena
Anis,Tanya Jawab,2.12.36,tadi tidak ditanyakan di dalam dialog tadi maka saya merasa perlu untuk mengangkat tema ini untuk memberikan
Anis,Tanya Jawab,2.12.43,kepada kita yang nantinya berada di puncak kepemimpinan nasional memberi perhatian
Anis,Tanya Jawab,2.12.48,yang serius pada persoalan perempuan ini persoalan yang mendasar pertanyaannya
Anis,Tanya Jawab,2.12.54,Pak Bisakah bapak Jelaskan apa yang kurang dalam pemberdayaan dan
Anis,Tanya Jawab,2.12.59,perlindungan perempuan sekarang dan bagaimana mengubahnya Terima kasih pak
Moderator,Tanya Jawab,2.13.04,ya cukup waktunya silakan dijawab pak Prabowo waktu anda 2 menit untuk
Moderator,Tanya Jawab,2.13.09,menjawab dimulai dari bapak berbicara 
Prabowo,Tanya Jawab,2.13.16,baik eh benar sekali ya kita benar-benar melihat peranan perempuan sangat penting dalam kehidupan suatu bangsa dan
Prabowo,Tanya Jawab,2.13.24,karena itu ee fokus saya adalah tadi ya membantu eh
Prabowo,Tanya Jawab,2.13.31,gizi makan untuk kaum ibu-ibu yang hamil kedua fokus kepada pendidikan Saya ingin
Prabowo,Tanya Jawab,2.13.39,Eh membangun sekolah sekolah unggul terpadu di tiap kabupaten di di mana
Prabowo,Tanya Jawab,2.13.48,Eh kaum perempuan harus diberi suatu kesempatan yang sama dengan kaum
Prabowo,Tanya Jawab,2.13.54,laki-laki dan ini sudah saya Rintis di Universitas pertahanan eh di program-program S1 yang kita buka
Prabowo,Tanya Jawab,2.14.02,di 10 Prodi di bidang sains teknologi engineering mathematics ternyata
Prabowo,Tanya Jawab,2.14.08,eh proporsi perempuan sangat besar juga di politeknik vokasi di Atambua yang kita
Prabowo,Tanya Jawab,2.14.17,buka justru ee perempuan lebih besar dari laki-laki di ee
Prabowo,Tanya Jawab,2.14.23,di mahasiswa dan mahasiswinya jadi memang ee benar ini kita harus memberi
Prabowo,Tanya Jawab,2.14.30,kesempatan terutama melalui pendidikan dan pelayanan kesehatan ini saya kira
